"","celltype_gt","celltype","model"
"49132","T","T","singleR"
"49133","Stromal","Macrophage","singleR"
"49134","T","T","singleR"
"49135","T","T","singleR"
"49136","T","T","singleR"
"49137","Macrophage","T","singleR"
"49138","Myoepi","Myoepi","singleR"
"49139","Malignant","Malignant","singleR"
"49140","Macrophage","Stromal","singleR"
"49141","T","T","singleR"
"49142","Malignant","Malignant","singleR"
"49143","Malignant","Malignant","singleR"
"49144","T","DC_Mast","singleR"
"49145","Malignant","Malignant","singleR"
"49146","Macrophage","T","singleR"
"49147","Plasma","Plasma","singleR"
"49148","Malignant","Stromal","singleR"
"49149","Stromal","Malignant","singleR"
"49150","Malignant","Malignant","singleR"
"49151","Malignant","Malignant","singleR"
"49152","T","T","singleR"
"49153","T","T","singleR"
"49154","Stromal","Stromal","singleR"
"49155","Stromal","Stromal","singleR"
"49156","Macrophage","Plasma","singleR"
"49157","Stromal","Stromal","singleR"
"49158","Macrophage","T","singleR"
"49159","T","Macrophage","singleR"
"49160","Myoepi","Myoepi","singleR"
"49161","T","T","singleR"
"49162","T","T","singleR"
"49163","Myoepi","Myoepi","singleR"
"49164","Malignant","Myoepi","singleR"
"49165","Macrophage","Stromal","singleR"
"49166","Stromal","Stromal","singleR"
"49167","Stromal","Macrophage","singleR"
"49168","Stromal","Stromal","singleR"
"49169","DC_Mast","T","singleR"
"49170","T","T","singleR"
"49171","Stromal","Stromal","singleR"
"49172","Stromal","T","singleR"
"49173","T","T","singleR"
"49174","T","T","singleR"
"49175","Plasma","Plasma","singleR"
"49176","Myoepi","Myoepi","singleR"
"49177","Macrophage","T","singleR"
"49178","Myoepi","Myoepi","singleR"
"49179","T","T","singleR"
"49180","Myoepi","Myoepi","singleR"
"49181","Stromal","Macrophage","singleR"
"49182","Myoepi","Myoepi","singleR"
"49183","Stromal","Stromal","singleR"
"49184","Stromal","Stromal","singleR"
"49185","Macrophage","Macrophage","singleR"
"49186","T","T","singleR"
"49187","Macrophage","Macrophage","singleR"
"49188","Malignant","Malignant","singleR"
"49189","T","T","singleR"
"49190","B","T","singleR"
"49191","DC_Mast","T","singleR"
"49192","Stromal","Stromal","singleR"
"49193","Stromal","Stromal","singleR"
"49194","T","Macrophage","singleR"
"49195","Malignant","Myoepi","singleR"
"49196","T","T","singleR"
"49197","Stromal","Stromal","singleR"
"49198","Stromal","Stromal","singleR"
"49199","T","T","singleR"
"49200","Plasma","Plasma","singleR"
"49201","T","T","singleR"
"49202","T","T","singleR"
"49203","DC_Mast","T","singleR"
"49204","T","T","singleR"
"49205","Macrophage","T","singleR"
"49206","Stromal","Stromal","singleR"
"49207","Stromal","Stromal","singleR"
"49208","Stromal","Stromal","singleR"
"49209","T","T","singleR"
"49210","Macrophage","Macrophage","singleR"
"49211","Macrophage","T","singleR"
"49212","Stromal","T","singleR"
"49213","T","T","singleR"
"49214","B","T","singleR"
"49215","T","T","singleR"
"49216","Myoepi","Myoepi","singleR"
"49217","T","DC_Mast","singleR"
"49218","Stromal","Stromal","singleR"
"49219","T","T","singleR"
"49220","DC_Mast","T","singleR"
"49221","Stromal","Stromal","singleR"
"49222","T","T","singleR"
"49223","Stromal","Stromal","singleR"
"49224","B","T","singleR"
"49225","Malignant","Myoepi","singleR"
"49226","T","T","singleR"
"49227","Malignant","Myoepi","singleR"
"49228","T","Stromal","singleR"
"49229","Stromal","Stromal","singleR"
"49230","Macrophage","Stromal","singleR"
"49231","Plasma","Stromal","singleR"
"49232","T","T","singleR"
"49233","Plasma","Plasma","singleR"
"49234","B","T","singleR"
"49235","Malignant","Malignant","singleR"
"49236","Malignant","Malignant","singleR"
"49237","Malignant","Myoepi","singleR"
"49238","Stromal","Stromal","singleR"
"49239","Malignant","Malignant","singleR"
"49240","Malignant","Malignant","singleR"
"49241","Macrophage","Stromal","singleR"
"49242","Stromal","Macrophage","singleR"
"49243","Malignant","Malignant","singleR"
"49244","DC_Mast","Macrophage","singleR"
"49245","Stromal","Stromal","singleR"
"49246","Stromal","Stromal","singleR"
"49247","Macrophage","Stromal","singleR"
"49248","Malignant","T","singleR"
"49249","T","T","singleR"
"49250","Malignant","Malignant","singleR"
"49251","Stromal","Myoepi","singleR"
"49252","Macrophage","Macrophage","singleR"
"49253","T","T","singleR"
"49254","Malignant","Malignant","singleR"
"49255","Malignant","Macrophage","singleR"
"49256","Malignant","Malignant","singleR"
"49257","Stromal","T","singleR"
"49258","T","T","singleR"
"49259","T","T","singleR"
"49260","T","T","singleR"
"49261","T","T","singleR"
"49262","T","T","singleR"
"49263","T","T","singleR"
"49264","Stromal","Stromal","singleR"
"49265","T","T","singleR"
"49266","Stromal","Myoepi","singleR"
"49267","Macrophage","T","singleR"
"49268","DC_Mast","T","singleR"
"49269","Stromal","Myoepi","singleR"
"49270","Stromal","Myoepi","singleR"
"49271","T","T","singleR"
"49272","Myoepi","Myoepi","singleR"
"49273","Plasma","Macrophage","singleR"
"49274","T","T","singleR"
"49275","Macrophage","T","singleR"
"49276","T","T","singleR"
"49277","T","T","singleR"
"49278","DC_Mast","T","singleR"
"49279","Macrophage","Macrophage","singleR"
"49280","T","T","singleR"
"49281","Stromal","DC_Mast","singleR"
"49282","Stromal","Stromal","singleR"
"49283","Myoepi","Myoepi","singleR"
"49284","Malignant","Myoepi","singleR"
"49285","T","T","singleR"
"49286","T","T","singleR"
"49287","T","T","singleR"
"49288","Stromal","Stromal","singleR"
"49289","T","T","singleR"
"49290","Stromal","Stromal","singleR"
"49291","Stromal","Macrophage","singleR"
"49292","T","T","singleR"
"49293","Macrophage","Macrophage","singleR"
"49294","T","T","singleR"
"49295","Stromal","Stromal","singleR"
"49296","T","T","singleR"
"49297","Stromal","Stromal","singleR"
"49298","T","T","singleR"
"49299","B","T","singleR"
"49300","Myoepi","Myoepi","singleR"
"49301","T","T","singleR"
"49302","Stromal","Stromal","singleR"
"49303","Plasma","T","singleR"
"49304","Stromal","Stromal","singleR"
"49305","Myoepi","Myoepi","singleR"
"49306","Stromal","Stromal","singleR"
"49307","T","T","singleR"
"49308","T","T","singleR"
"49309","T","T","singleR"
"49310","Stromal","Stromal","singleR"
"49311","Myoepi","Myoepi","singleR"
"49312","Stromal","Stromal","singleR"
"49313","Macrophage","Macrophage","singleR"
"49314","Macrophage","T","singleR"
"49315","Macrophage","Macrophage","singleR"
"49316","Stromal","Stromal","singleR"
"49317","Stromal","Stromal","singleR"
"49318","T","T","singleR"
"49319","Myoepi","Myoepi","singleR"
"49320","Macrophage","Macrophage","singleR"
"49321","T","T","singleR"
"49322","Macrophage","Macrophage","singleR"
"49323","Stromal","Stromal","singleR"
"49324","T","T","singleR"
"49325","Stromal","Stromal","singleR"
"49326","Stromal","Stromal","singleR"
"49327","Stromal","Stromal","singleR"
"49328","Macrophage","T","singleR"
"49329","Malignant","Malignant","singleR"
"49330","Stromal","Macrophage","singleR"
"49331","Stromal","Plasma","singleR"
"49332","T","T","singleR"
"49333","Malignant","Malignant","singleR"
"49334","Malignant","Malignant","singleR"
"49335","Stromal","Malignant","singleR"
"49336","Malignant","Myoepi","singleR"
"49337","T","T","singleR"
"49338","Stromal","Stromal","singleR"
"49339","T","T","singleR"
"49340","Malignant","Myoepi","singleR"
"49341","T","T","singleR"
"49342","Malignant","Myoepi","singleR"
"49343","T","T","singleR"
"49344","T","T","singleR"
"49345","Malignant","Malignant","singleR"
"49346","Stromal","Stromal","singleR"
"49347","Malignant","Malignant","singleR"
"49348","T","T","singleR"
"49349","T","T","singleR"
"49350","T","T","singleR"
"49351","Plasma","Plasma","singleR"
"49352","Stromal","Stromal","singleR"
"49353","DC_Mast","Macrophage","singleR"
"49354","B","T","singleR"
"49355","T","T","singleR"
"49356","T","T","singleR"
"49357","Stromal","Macrophage","singleR"
"49358","Stromal","Stromal","singleR"
"49359","Macrophage","Macrophage","singleR"
"49360","T","T","singleR"
"49361","Stromal","Stromal","singleR"
"49362","Stromal","Stromal","singleR"
"49363","Malignant","Malignant","singleR"
"49364","Stromal","Stromal","singleR"
"49365","T","T","singleR"
"49366","Myoepi","Myoepi","singleR"
"49367","T","T","singleR"
"49368","Macrophage","Macrophage","singleR"
"49369","T","T","singleR"
"49370","Stromal","Stromal","singleR"
"49371","Malignant","Malignant","singleR"
"49372","Malignant","Myoepi","singleR"
"49373","Stromal","Macrophage","singleR"
"49374","Stromal","Stromal","singleR"
"49375","T","T","singleR"
"49376","Malignant","Malignant","singleR"
"49377","T","T","singleR"
"49378","T","T","singleR"
"49379","Myoepi","Myoepi","singleR"
"49380","Myoepi","Myoepi","singleR"
"49381","Macrophage","Macrophage","singleR"
"49382","T","T","singleR"
"49383","T","T","singleR"
"49384","B","T","singleR"
"49385","T","T","singleR"
"49386","Plasma","Plasma","singleR"
"49387","Stromal","Stromal","singleR"
"49388","Stromal","Myoepi","singleR"
"49389","T","T","singleR"
"49390","T","T","singleR"
"49391","T","T","singleR"
"49392","T","T","singleR"
"49393","T","T","singleR"
"49394","T","T","singleR"
"49395","DC_Mast","T","singleR"
"49396","B","Macrophage","singleR"
"49397","Stromal","Stromal","singleR"
"49398","Stromal","Myoepi","singleR"
"49399","DC_Mast","T","singleR"
"49400","Macrophage","T","singleR"
"49401","Stromal","Stromal","singleR"
"49402","Plasma","Plasma","singleR"
"49403","Macrophage","Macrophage","singleR"
"49404","Stromal","Stromal","singleR"
"49405","Stromal","Stromal","singleR"
"49406","T","T","singleR"
"49407","T","T","singleR"
"49408","Macrophage","Macrophage","singleR"
"49409","Stromal","T","singleR"
"49410","T","Stromal","singleR"
"49411","T","T","singleR"
"49412","Myoepi","Myoepi","singleR"
"49413","T","T","singleR"
"49414","Stromal","Macrophage","singleR"
"49415","T","T","singleR"
"49416","T","T","singleR"
"49417","T","T","singleR"
"49418","Stromal","Stromal","singleR"
"49419","Stromal","Stromal","singleR"
"49420","Macrophage","Macrophage","singleR"
"49421","Macrophage","Macrophage","singleR"
"49422","DC_Mast","T","singleR"
"49423","T","T","singleR"
"49424","T","T","singleR"
"49425","Myoepi","Myoepi","singleR"
"49426","Myoepi","Myoepi","singleR"
"49427","Stromal","Myoepi","singleR"
"49428","Malignant","Myoepi","singleR"
"49429","Macrophage","Macrophage","singleR"
"49430","Stromal","Malignant","singleR"
"49431","Macrophage","Malignant","singleR"
"49432","Malignant","Malignant","singleR"
"49433","T","DC_Mast","singleR"
"49434","T","T","singleR"
"49435","Malignant","Malignant","singleR"
"49436","Malignant","Malignant","singleR"
"49437","Malignant","Myoepi","singleR"
"49438","Stromal","Myoepi","singleR"
"49439","Malignant","Malignant","singleR"
"49440","T","T","singleR"
"49441","T","T","singleR"
"49442","Macrophage","Macrophage","singleR"
"49443","T","T","singleR"
"49444","Malignant","Malignant","singleR"
"49445","Malignant","Malignant","singleR"
"49446","Plasma","Macrophage","singleR"
"49447","T","T","singleR"
"49448","Malignant","Malignant","singleR"
"49449","Plasma","Plasma","singleR"
"49450","T","T","singleR"
"49451","Plasma","Plasma","singleR"
"49452","B","T","singleR"
"49453","Malignant","Myoepi","singleR"
"49454","Stromal","Stromal","singleR"
"49455","Macrophage","Macrophage","singleR"
"49456","T","T","singleR"
"49457","T","Macrophage","singleR"
"49458","Malignant","Myoepi","singleR"
"49459","B","T","singleR"
"49460","T","T","singleR"
"49461","Myoepi","Malignant","singleR"
"49462","Macrophage","Macrophage","singleR"
"49463","Malignant","Malignant","singleR"
"49464","Plasma","Plasma","singleR"
"49465","Stromal","Stromal","singleR"
"49466","T","T","singleR"
"49467","T","T","singleR"
"49468","Malignant","Myoepi","singleR"
"49469","Myoepi","Myoepi","singleR"
"49470","Myoepi","Myoepi","singleR"
"49471","Stromal","Stromal","singleR"
"49472","Myoepi","Stromal","singleR"
"49473","Macrophage","Macrophage","singleR"
"49474","Myoepi","Myoepi","singleR"
"49475","T","T","singleR"
"49476","Plasma","Plasma","singleR"
"49477","T","T","singleR"
"49478","T","T","singleR"
"49479","Myoepi","Myoepi","singleR"
"49480","Myoepi","Myoepi","singleR"
"49481","Stromal","T","singleR"
"49482","Myoepi","Myoepi","singleR"
"49483","Plasma","Plasma","singleR"
"49484","Stromal","Stromal","singleR"
"49485","Stromal","Macrophage","singleR"
"49486","B","T","singleR"
"49487","Myoepi","DC_Mast","singleR"
"49488","Stromal","Stromal","singleR"
"49489","Myoepi","Malignant","singleR"
"49490","T","T","singleR"
"49491","Myoepi","Malignant","singleR"
"49492","Stromal","Stromal","singleR"
"49493","Malignant","Malignant","singleR"
"49494","T","Stromal","singleR"
"49495","T","T","singleR"
"49496","Myoepi","Myoepi","singleR"
"49497","Stromal","Macrophage","singleR"
"49498","Stromal","Macrophage","singleR"
"49499","Macrophage","Macrophage","singleR"
"49500","T","T","singleR"
"49501","Stromal","Stromal","singleR"
"49502","T","Stromal","singleR"
"49503","T","T","singleR"
"49504","Myoepi","Myoepi","singleR"
"49505","Stromal","Stromal","singleR"
"49506","Myoepi","Myoepi","singleR"
"49507","Stromal","Stromal","singleR"
"49508","Myoepi","Myoepi","singleR"
"49509","Stromal","Stromal","singleR"
"49510","Myoepi","Myoepi","singleR"
"49511","Myoepi","Myoepi","singleR"
"49512","Malignant","Malignant","singleR"
"49513","Malignant","Myoepi","singleR"
"49514","Stromal","Macrophage","singleR"
"49515","T","T","singleR"
"49516","Plasma","Macrophage","singleR"
"49517","Stromal","T","singleR"
"49518","Stromal","Malignant","singleR"
"49519","Stromal","Malignant","singleR"
"49520","T","T","singleR"
"49521","T","T","singleR"
"49522","Malignant","Myoepi","singleR"
"49523","Malignant","Malignant","singleR"
"49524","Malignant","Malignant","singleR"
"49525","Malignant","Malignant","singleR"
"49526","Malignant","Malignant","singleR"
"49527","T","Plasma","singleR"
"49528","Stromal","Stromal","singleR"
"49529","Malignant","Malignant","singleR"
"49530","Myoepi","Myoepi","singleR"
"49531","Stromal","Stromal","singleR"
"49532","B","Stromal","singleR"
"49533","T","Myoepi","singleR"
"49534","Stromal","Macrophage","singleR"
"49535","T","Stromal","singleR"
"49536","Myoepi","Myoepi","singleR"
"49537","B","T","singleR"
"49538","T","T","singleR"
"49539","T","T","singleR"
"49540","Stromal","Stromal","singleR"
"49541","Malignant","Myoepi","singleR"
"49542","Macrophage","DC_Mast","singleR"
"49543","Malignant","Myoepi","singleR"
"49544","Myoepi","Stromal","singleR"
"49545","B","T","singleR"
"49546","DC_Mast","T","singleR"
"49547","T","T","singleR"
"49548","T","T","singleR"
"49549","T","T","singleR"
"49550","Stromal","Stromal","singleR"
"49551","Stromal","Stromal","singleR"
"49552","Macrophage","Macrophage","singleR"
"49553","Malignant","Myoepi","singleR"
"49554","Stromal","Macrophage","singleR"
"49555","T","T","singleR"
"49556","T","T","singleR"
"49557","Stromal","Stromal","singleR"
"49558","Malignant","Myoepi","singleR"
"49559","T","DC_Mast","singleR"
"49560","Stromal","Stromal","singleR"
"49561","Myoepi","Myoepi","singleR"
"49562","Stromal","Stromal","singleR"
"49563","Myoepi","Myoepi","singleR"
"49564","Stromal","Stromal","singleR"
"49565","Stromal","Stromal","singleR"
"49566","B","T","singleR"
"49567","Macrophage","DC_Mast","singleR"
"49568","Malignant","Myoepi","singleR"
"49569","Malignant","Myoepi","singleR"
"49570","Stromal","Macrophage","singleR"
"49571","Stromal","Macrophage","singleR"
"49572","Macrophage","Macrophage","singleR"
"49573","Malignant","Myoepi","singleR"
"49574","Stromal","Macrophage","singleR"
"49575","Macrophage","Macrophage","singleR"
"49576","Malignant","Malignant","singleR"
"49577","T","T","singleR"
"49578","Malignant","Malignant","singleR"
"49579","Malignant","Myoepi","singleR"
"49580","T","T","singleR"
"49581","Stromal","Stromal","singleR"
"49582","Malignant","Myoepi","singleR"
"49583","Stromal","Stromal","singleR"
"49584","Myoepi","Myoepi","singleR"
"49585","Myoepi","Malignant","singleR"
"49586","DC_Mast","T","singleR"
"49587","Plasma","Macrophage","singleR"
"49588","Macrophage","Macrophage","singleR"
"49589","Myoepi","Myoepi","singleR"
"49590","B","T","singleR"
"49591","Malignant","Myoepi","singleR"
"49592","Myoepi","Malignant","singleR"
"49593","Malignant","Stromal","singleR"
"49594","Malignant","Malignant","singleR"
"49595","T","T","singleR"
"49596","Plasma","T","singleR"
"49597","Macrophage","Malignant","singleR"
"49598","T","T","singleR"
"49599","T","T","singleR"
"49600","Myoepi","Malignant","singleR"
"49601","Malignant","Malignant","singleR"
"49602","T","T","singleR"
"49603","Malignant","Malignant","singleR"
"49604","Malignant","Malignant","singleR"
"49605","Plasma","T","singleR"
"49606","Myoepi","DC_Mast","singleR"
"49607","Malignant","Malignant","singleR"
"49608","Stromal","Malignant","singleR"
"49609","Macrophage","Macrophage","singleR"
"49610","Stromal","Stromal","singleR"
"49611","Myoepi","Malignant","singleR"
"49612","Plasma","Plasma","singleR"
"49613","T","Macrophage","singleR"
"49614","T","T","singleR"
"49615","T","T","singleR"
"49616","Malignant","Malignant","singleR"
"49617","Malignant","Myoepi","singleR"
"49618","Malignant","Malignant","singleR"
"49619","Malignant","Malignant","singleR"
"49620","Malignant","Malignant","singleR"
"49621","Malignant","Myoepi","singleR"
"49622","Malignant","Malignant","singleR"
"49623","Myoepi","Myoepi","singleR"
"49624","Myoepi","Malignant","singleR"
"49625","Malignant","Malignant","singleR"
"49626","Malignant","Malignant","singleR"
"49627","T","T","singleR"
"49628","Malignant","Malignant","singleR"
"49629","Malignant","Myoepi","singleR"
"49630","Macrophage","Malignant","singleR"
"49631","Malignant","Malignant","singleR"
"49632","T","T","singleR"
"49633","Malignant","Malignant","singleR"
"49634","T","T","singleR"
"49635","Malignant","Malignant","singleR"
"49636","T","T","singleR"
"49637","Malignant","Malignant","singleR"
"49638","Macrophage","Stromal","singleR"
"49639","T","T","singleR"
"49640","T","T","singleR"
"49641","Malignant","Malignant","singleR"
"49642","Stromal","Stromal","singleR"
"49643","Myoepi","Myoepi","singleR"
"49644","Malignant","Myoepi","singleR"
"49645","Stromal","Stromal","singleR"
"49646","Stromal","Stromal","singleR"
"49647","Myoepi","Myoepi","singleR"
"49648","Macrophage","Macrophage","singleR"
"49649","Malignant","Myoepi","singleR"
"49650","T","T","singleR"
"49651","Myoepi","Myoepi","singleR"
"49652","Stromal","Stromal","singleR"
"49653","Macrophage","Macrophage","singleR"
"49654","Stromal","Stromal","singleR"
"49655","T","T","singleR"
"49656","B","Macrophage","singleR"
"49657","DC_Mast","Macrophage","singleR"
"49658","Malignant","Malignant","singleR"
"49659","T","T","singleR"
"49660","Malignant","Malignant","singleR"
"49661","Myoepi","Myoepi","singleR"
"49662","T","T","singleR"
"49663","Stromal","Stromal","singleR"
"49664","Malignant","Myoepi","singleR"
"49665","Myoepi","Malignant","singleR"
"49666","T","T","singleR"
"49667","Stromal","Stromal","singleR"
"49668","Stromal","Stromal","singleR"
"49669","Macrophage","Stromal","singleR"
"49670","Stromal","Stromal","singleR"
"49671","T","Stromal","singleR"
"49672","Malignant","Myoepi","singleR"
"49673","B","T","singleR"
"49674","Stromal","Stromal","singleR"
"49675","Myoepi","Myoepi","singleR"
"49676","T","T","singleR"
"49677","Stromal","Plasma","singleR"
"49678","T","T","singleR"
"49679","DC_Mast","Macrophage","singleR"
"49680","T","T","singleR"
"49681","Malignant","Myoepi","singleR"
"49682","Stromal","Stromal","singleR"
"49683","Malignant","Myoepi","singleR"
"49684","T","T","singleR"
"49685","T","T","singleR"
"49686","T","T","singleR"
"49687","T","T","singleR"
"49688","Malignant","Myoepi","singleR"
"49689","Stromal","Stromal","singleR"
"49690","Stromal","Stromal","singleR"
"49691","Macrophage","Macrophage","singleR"
"49692","T","Macrophage","singleR"
"49693","Myoepi","Myoepi","singleR"
"49694","Macrophage","T","singleR"
"49695","Stromal","Stromal","singleR"
"49696","Stromal","Macrophage","singleR"
"49697","T","Macrophage","singleR"
"49698","Stromal","Stromal","singleR"
"49699","Malignant","Malignant","singleR"
"49700","Malignant","Myoepi","singleR"
"49701","Macrophage","T","singleR"
"49702","Myoepi","Myoepi","singleR"
"49703","Malignant","Myoepi","singleR"
"49704","Stromal","Stromal","singleR"
"49705","Myoepi","Myoepi","singleR"
"49706","Myoepi","Myoepi","singleR"
"49707","T","T","singleR"
"49708","Malignant","Malignant","singleR"
"49709","Stromal","Stromal","singleR"
"49710","Malignant","Myoepi","singleR"
"49711","Stromal","Stromal","singleR"
"49712","T","T","singleR"
"49713","Malignant","Myoepi","singleR"
"49714","Malignant","Myoepi","singleR"
"49715","Malignant","Myoepi","singleR"
"49716","B","T","singleR"
"49717","T","T","singleR"
"49718","Stromal","Macrophage","singleR"
"49719","Macrophage","Macrophage","singleR"
"49720","Malignant","Myoepi","singleR"
"49721","Stromal","T","singleR"
"49722","Plasma","Stromal","singleR"
"49723","Malignant","Malignant","singleR"
"49724","Malignant","Malignant","singleR"
"49725","Malignant","Malignant","singleR"
"49726","Malignant","Malignant","singleR"
"49727","T","T","singleR"
"49728","Stromal","Stromal","singleR"
"49729","T","T","singleR"
"49730","Malignant","Malignant","singleR"
"49731","Malignant","Malignant","singleR"
"49732","Macrophage","Stromal","singleR"
"49733","Macrophage","Macrophage","singleR"
"49734","Stromal","Stromal","singleR"
"49735","T","T","singleR"
"49736","Malignant","Myoepi","singleR"
"49737","Plasma","DC_Mast","singleR"
"49738","Malignant","Malignant","singleR"
"49739","Malignant","Myoepi","singleR"
"49740","T","T","singleR"
"49741","Malignant","Myoepi","singleR"
"49742","T","T","singleR"
"49743","T","T","singleR"
"49744","Macrophage","Stromal","singleR"
"49745","DC_Mast","T","singleR"
"49746","Stromal","Stromal","singleR"
"49747","Stromal","Macrophage","singleR"
"49748","Macrophage","Macrophage","singleR"
"49749","T","T","singleR"
"49750","DC_Mast","Macrophage","singleR"
"49751","Myoepi","Malignant","singleR"
"49752","Stromal","Macrophage","singleR"
"49753","Malignant","Myoepi","singleR"
"49754","DC_Mast","T","singleR"
"49755","Myoepi","Myoepi","singleR"
"49756","Malignant","Malignant","singleR"
"49757","T","T","singleR"
"49758","Stromal","Stromal","singleR"
"49759","Macrophage","Myoepi","singleR"
"49760","Stromal","Stromal","singleR"
"49761","Macrophage","Macrophage","singleR"
"49762","T","Macrophage","singleR"
"49763","Myoepi","Malignant","singleR"
"49764","T","T","singleR"
"49765","Stromal","Stromal","singleR"
"49766","T","T","singleR"
"49767","Macrophage","Macrophage","singleR"
"49768","Myoepi","Myoepi","singleR"
"49769","T","T","singleR"
"49770","Myoepi","Myoepi","singleR"
"49771","Stromal","Stromal","singleR"
"49772","Stromal","Stromal","singleR"
"49773","Stromal","Macrophage","singleR"
"49774","Myoepi","Myoepi","singleR"
"49775","Malignant","Myoepi","singleR"
"49776","Malignant","Myoepi","singleR"
"49777","DC_Mast","T","singleR"
"49778","Macrophage","T","singleR"
"49779","Macrophage","Stromal","singleR"
"49780","Malignant","Myoepi","singleR"
"49781","Stromal","Stromal","singleR"
"49782","Macrophage","T","singleR"
"49783","Stromal","Macrophage","singleR"
"49784","Malignant","Myoepi","singleR"
"49785","Stromal","Malignant","singleR"
"49786","DC_Mast","Stromal","singleR"
"49787","Malignant","Myoepi","singleR"
"49788","T","T","singleR"
"49789","T","T","singleR"
"49790","Malignant","Malignant","singleR"
"49791","T","T","singleR"
"49792","Malignant","Myoepi","singleR"
"49793","Malignant","Malignant","singleR"
"49794","Stromal","Stromal","singleR"
"49795","Malignant","Myoepi","singleR"
"49796","Myoepi","Myoepi","singleR"
"49797","Malignant","Malignant","singleR"
"49798","Malignant","Myoepi","singleR"
"49799","Macrophage","Macrophage","singleR"
"49800","Myoepi","Myoepi","singleR"
"49801","T","T","singleR"
"49802","Myoepi","Myoepi","singleR"
"49803","Stromal","Stromal","singleR"
"49804","Malignant","Myoepi","singleR"
"49805","T","Malignant","singleR"
"49806","Malignant","Malignant","singleR"
"49807","T","T","singleR"
"49808","T","T","singleR"
"49809","T","Macrophage","singleR"
"49810","Malignant","Myoepi","singleR"
"49811","DC_Mast","T","singleR"
"49812","Stromal","Stromal","singleR"
"49813","T","T","singleR"
"49814","Malignant","Malignant","singleR"
"49815","Stromal","Stromal","singleR"
"49816","T","T","singleR"
"49817","T","T","singleR"
"49818","T","T","singleR"
"49819","Stromal","Stromal","singleR"
"49820","Malignant","Myoepi","singleR"
"49821","Malignant","Malignant","singleR"
"49822","Malignant","Malignant","singleR"
"49823","Malignant","Malignant","singleR"
"49824","Macrophage","Macrophage","singleR"
"49825","T","T","singleR"
"49826","Stromal","Stromal","singleR"
"49827","Myoepi","Myoepi","singleR"
"49828","Malignant","Myoepi","singleR"
"49829","Macrophage","Stromal","singleR"
"49830","Stromal","Macrophage","singleR"
"49831","Malignant","Malignant","singleR"
"49832","Stromal","Stromal","singleR"
"49833","DC_Mast","T","singleR"
"49834","Myoepi","Myoepi","singleR"
"49835","T","T","singleR"
"49836","Myoepi","T","singleR"
"49837","Malignant","Myoepi","singleR"
"49838","T","T","singleR"
"49839","Stromal","Stromal","singleR"
"49840","Malignant","Myoepi","singleR"
"49841","T","Macrophage","singleR"
"49842","B","T","singleR"
"49843","T","Macrophage","singleR"
"49844","Macrophage","Macrophage","singleR"
"49845","Plasma","Plasma","singleR"
"49846","T","T","singleR"
"49847","T","T","singleR"
"49848","Plasma","Macrophage","singleR"
"49849","Malignant","Myoepi","singleR"
"49850","B","T","singleR"
"49851","Malignant","Myoepi","singleR"
"49852","T","T","singleR"
"49853","Stromal","Stromal","singleR"
"49854","T","T","singleR"
"49855","T","T","singleR"
"49856","Malignant","Myoepi","singleR"
"49857","Myoepi","Malignant","singleR"
"49858","Malignant","Malignant","singleR"
"49859","Stromal","Macrophage","singleR"
"49860","Malignant","Myoepi","singleR"
"49861","Plasma","Plasma","singleR"
"49862","Stromal","Stromal","singleR"
"49863","Myoepi","Myoepi","singleR"
"49864","Myoepi","Stromal","singleR"
"49865","Malignant","Malignant","singleR"
"49866","Macrophage","Macrophage","singleR"
"49867","Macrophage","Macrophage","singleR"
"49868","T","T","singleR"
"49869","T","Macrophage","singleR"
"49870","Stromal","Stromal","singleR"
"49871","Stromal","Stromal","singleR"
"49872","T","T","singleR"
"49873","T","T","singleR"
"49874","Malignant","Myoepi","singleR"
"49875","Malignant","Malignant","singleR"
"49876","T","T","singleR"
"49877","Myoepi","Myoepi","singleR"
"49878","T","T","singleR"
"49879","Malignant","Myoepi","singleR"
"49880","B","T","singleR"
"49881","Stromal","Stromal","singleR"
"49882","Malignant","Myoepi","singleR"
"49883","DC_Mast","DC_Mast","singleR"
"49884","Malignant","Myoepi","singleR"
"49885","Stromal","Stromal","singleR"
"49886","Myoepi","Myoepi","singleR"
"49887","Malignant","Malignant","singleR"
"49888","T","T","singleR"
"49889","Malignant","Myoepi","singleR"
"49890","Macrophage","T","singleR"
"49891","Stromal","Stromal","singleR"
"49892","Malignant","Malignant","singleR"
"49893","Malignant","Malignant","singleR"
"49894","Malignant","Malignant","singleR"
"49895","Stromal","Stromal","singleR"
"49896","Macrophage","Malignant","singleR"
"49897","Malignant","Malignant","singleR"
"49898","Stromal","Stromal","singleR"
"49899","T","T","singleR"
"49900","Malignant","Stromal","singleR"
"49901","Malignant","Malignant","singleR"
"49902","Plasma","T","singleR"
"49903","Malignant","Malignant","singleR"
"49904","Stromal","Macrophage","singleR"
"49905","Myoepi","Myoepi","singleR"
"49906","Stromal","Stromal","singleR"
"49907","Macrophage","Macrophage","singleR"
"49908","Macrophage","T","singleR"
"49909","T","Macrophage","singleR"
"49910","T","T","singleR"
"49911","Stromal","Stromal","singleR"
"49912","Malignant","Malignant","singleR"
"49913","Stromal","Malignant","singleR"
"49914","Malignant","Myoepi","singleR"
"49915","T","T","singleR"
"49916","Stromal","Stromal","singleR"
"49917","Myoepi","Myoepi","singleR"
"49918","Stromal","Stromal","singleR"
