"","celltype_gt","celltype","model"
"39704","Stromal","Stromal","sctype"
"39705","Plasma","Plasma","sctype"
"39706","T","T","sctype"
"39707","B","T","sctype"
"39708","Malignant","Malignant","sctype"
"39709","Stromal","Stromal","sctype"
"39710","Malignant","Malignant","sctype"
"39711","Stromal","T","sctype"
"39712","T","T","sctype"
"39713","Myoepi","Myoepi","sctype"
"39714","Plasma","Plasma","sctype"
"39715","Malignant","Malignant","sctype"
"39716","T","T","sctype"
"39717","Macrophage","Macrophage","sctype"
"39718","B","T","sctype"
"39719","Macrophage","T","sctype"
"39720","T","T","sctype"
"39721","T","T","sctype"
"39722","T","T","sctype"
"39723","Macrophage","T","sctype"
"39724","T","T","sctype"
"39725","Malignant","Malignant","sctype"
"39726","Malignant","T","sctype"
"39727","T","T","sctype"
"39728","T","T","sctype"
"39729","T","B","sctype"
"39730","T","B","sctype"
"39731","T","T","sctype"
"39732","Stromal","Stromal","sctype"
"39733","Stromal","Stromal","sctype"
"39734","T","B","sctype"
"39735","Malignant","Malignant","sctype"
"39736","Macrophage","Plasma","sctype"
"39737","Stromal","Stromal","sctype"
"39738","Stromal","Stromal","sctype"
"39739","Malignant","Malignant","sctype"
"39740","Malignant","Malignant","sctype"
"39741","T","T","sctype"
"39742","Stromal","Macrophage","sctype"
"39743","Malignant","Malignant","sctype"
"39744","Stromal","Stromal","sctype"
"39745","Macrophage","Macrophage","sctype"
"39746","T","Macrophage","sctype"
"39747","Stromal","Stromal","sctype"
"39748","T","Plasma","sctype"
"39749","Malignant","Malignant","sctype"
"39750","Malignant","Malignant","sctype"
"39751","Malignant","Malignant","sctype"
"39752","Stromal","Stromal","sctype"
"39753","Malignant","Macrophage","sctype"
"39754","Malignant","Malignant","sctype"
"39755","T","T","sctype"
"39756","Malignant","Malignant","sctype"
"39757","Stromal","Stromal","sctype"
"39758","Myoepi","Myoepi","sctype"
"39759","Plasma","Plasma","sctype"
"39760","Stromal","Macrophage","sctype"
"39761","Stromal","Stromal","sctype"
"39762","Plasma","Plasma","sctype"
"39763","Macrophage","Stromal","sctype"
"39764","Myoepi","Stromal","sctype"
"39765","T","T","sctype"
"39766","Myoepi","Stromal","sctype"
"39767","T","T","sctype"
"39768","Plasma","Plasma","sctype"
"39769","Malignant","Malignant","sctype"
"39770","Stromal","Stromal","sctype"
"39771","Stromal","Stromal","sctype"
"39772","Stromal","Stromal","sctype"
"39773","Malignant","Macrophage","sctype"
"39774","Macrophage","Stromal","sctype"
"39775","Malignant","Malignant","sctype"
"39776","Macrophage","Stromal","sctype"
"39777","Malignant","Malignant","sctype"
"39778","Myoepi","Stromal","sctype"
"39779","Macrophage","T","sctype"
"39780","T","T","sctype"
"39781","Malignant","Macrophage","sctype"
"39782","Stromal","Stromal","sctype"
"39783","T","T","sctype"
"39784","Myoepi","Stromal","sctype"
"39785","Myoepi","Myoepi","sctype"
"39786","Malignant","Malignant","sctype"
"39787","Macrophage","Macrophage","sctype"
"39788","Stromal","Stromal","sctype"
"39789","Plasma","Plasma","sctype"
"39790","Stromal","Stromal","sctype"
"39791","Macrophage","Stromal","sctype"
"39792","Malignant","Malignant","sctype"
"39793","Malignant","Malignant","sctype"
"39794","Stromal","Macrophage","sctype"
"39795","Malignant","Malignant","sctype"
"39796","Stromal","Stromal","sctype"
"39797","Macrophage","Stromal","sctype"
"39798","B","Plasma","sctype"
"39799","Macrophage","Stromal","sctype"
"39800","Myoepi","Malignant","sctype"
"39801","Stromal","Stromal","sctype"
"39802","Malignant","Malignant","sctype"
"39803","T","T","sctype"
"39804","T","T","sctype"
"39805","Stromal","Stromal","sctype"
"39806","Stromal","Stromal","sctype"
"39807","Stromal","Stromal","sctype"
"39808","Macrophage","T","sctype"
"39809","Plasma","Plasma","sctype"
"39810","Stromal","Stromal","sctype"
"39811","Stromal","Stromal","sctype"
"39812","T","T","sctype"
"39813","Stromal","Stromal","sctype"
"39814","Plasma","Plasma","sctype"
"39815","Myoepi","Stromal","sctype"
"39816","Stromal","Stromal","sctype"
"39817","T","T","sctype"
"39818","Stromal","Stromal","sctype"
"39819","Plasma","Plasma","sctype"
"39820","Malignant","Macrophage","sctype"
"39821","Malignant","Malignant","sctype"
"39822","T","T","sctype"
"39823","Stromal","Stromal","sctype"
"39824","Malignant","Malignant","sctype"
"39825","Malignant","Macrophage","sctype"
"39826","Myoepi","Myoepi","sctype"
"39827","Malignant","Malignant","sctype"
"39828","DC_Mast","Plasma","sctype"
"39829","Plasma","Stromal","sctype"
"39830","Myoepi","Stromal","sctype"
"39831","Myoepi","Stromal","sctype"
"39832","Stromal","Stromal","sctype"
"39833","Macrophage","Macrophage","sctype"
"39834","Malignant","Malignant","sctype"
"39835","Malignant","Malignant","sctype"
"39836","T","T","sctype"
"39837","T","T","sctype"
"39838","Stromal","Macrophage","sctype"
"39839","Plasma","Macrophage","sctype"
"39840","T","T","sctype"
"39841","Malignant","Malignant","sctype"
"39842","Myoepi","Malignant","sctype"
"39843","T","T","sctype"
"39844","Myoepi","Myoepi","sctype"
"39845","Macrophage","Stromal","sctype"
"39846","Stromal","Malignant","sctype"
"39847","T","T","sctype"
"39848","Plasma","Plasma","sctype"
"39849","Malignant","Malignant","sctype"
"39850","Stromal","Myoepi","sctype"
"39851","Plasma","Plasma","sctype"
"39852","T","T","sctype"
"39853","T","T","sctype"
"39854","T","T","sctype"
"39855","Malignant","Malignant","sctype"
"39856","Plasma","Macrophage","sctype"
"39857","Malignant","Macrophage","sctype"
"39858","Stromal","T","sctype"
"39859","B","T","sctype"
"39860","Stromal","Stromal","sctype"
"39861","T","T","sctype"
"39862","Malignant","Malignant","sctype"
"39863","Malignant","Malignant","sctype"
"39864","T","T","sctype"
"39865","Malignant","Malignant","sctype"
"39866","T","T","sctype"
"39867","Myoepi","Macrophage","sctype"
"39868","Macrophage","T","sctype"
"39869","Malignant","Malignant","sctype"
"39870","T","T","sctype"
"39871","T","B","sctype"
"39872","Malignant","Malignant","sctype"
"39873","Macrophage","T","sctype"
"39874","Malignant","Malignant","sctype"
"39875","Stromal","Stromal","sctype"
"39876","T","T","sctype"
"39877","Myoepi","Malignant","sctype"
"39878","Malignant","Stromal","sctype"
"39879","T","T","sctype"
"39880","T","T","sctype"
"39881","T","T","sctype"
"39882","Malignant","Malignant","sctype"
"39883","Plasma","T","sctype"
"39884","T","T","sctype"
"39885","T","T","sctype"
"39886","Malignant","Malignant","sctype"
"39887","Malignant","Malignant","sctype"
"39888","T","Plasma","sctype"
"39889","Malignant","Malignant","sctype"
"39890","Stromal","B","sctype"
"39891","T","Macrophage","sctype"
"39892","Malignant","Malignant","sctype"
"39893","Malignant","Malignant","sctype"
"39894","Myoepi","Myoepi","sctype"
"39895","T","T","sctype"
"39896","Malignant","Macrophage","sctype"
"39897","Malignant","Malignant","sctype"
"39898","T","B","sctype"
"39899","Stromal","Macrophage","sctype"
"39900","T","T","sctype"
"39901","Malignant","Malignant","sctype"
"39902","Malignant","Malignant","sctype"
"39903","Stromal","Malignant","sctype"
"39904","Stromal","Stromal","sctype"
"39905","T","Plasma","sctype"
"39906","Plasma","B","sctype"
"39907","Macrophage","T","sctype"
"39908","Stromal","Stromal","sctype"
"39909","Malignant","Malignant","sctype"
"39910","Stromal","Stromal","sctype"
"39911","Stromal","Stromal","sctype"
"39912","T","T","sctype"
"39913","Malignant","Malignant","sctype"
"39914","Plasma","Plasma","sctype"
"39915","Stromal","Stromal","sctype"
"39916","Stromal","Macrophage","sctype"
"39917","Plasma","Plasma","sctype"
"39918","Malignant","Malignant","sctype"
"39919","Stromal","B","sctype"
"39920","Myoepi","Myoepi","sctype"
"39921","Malignant","Malignant","sctype"
"39922","B","Stromal","sctype"
"39923","T","T","sctype"
"39924","Stromal","Stromal","sctype"
"39925","Malignant","Malignant","sctype"
"39926","Stromal","Stromal","sctype"
"39927","Malignant","Malignant","sctype"
"39928","Stromal","T","sctype"
"39929","Malignant","Malignant","sctype"
"39930","Malignant","Malignant","sctype"
"39931","T","T","sctype"
"39932","Malignant","Malignant","sctype"
"39933","Macrophage","Stromal","sctype"
"39934","Malignant","Malignant","sctype"
"39935","Stromal","Macrophage","sctype"
"39936","T","T","sctype"
"39937","Malignant","Malignant","sctype"
"39938","Stromal","Stromal","sctype"
"39939","Stromal","Stromal","sctype"
"39940","Stromal","Macrophage","sctype"
"39941","Stromal","Stromal","sctype"
"39942","T","T","sctype"
"39943","Stromal","Stromal","sctype"
"39944","Macrophage","Plasma","sctype"
"39945","Malignant","Macrophage","sctype"
"39946","Malignant","Malignant","sctype"
"39947","B","T","sctype"
"39948","Myoepi","Myoepi","sctype"
"39949","Stromal","Stromal","sctype"
"39950","Stromal","Stromal","sctype"
"39951","Myoepi","Myoepi","sctype"
"39952","Stromal","Stromal","sctype"
"39953","Myoepi","Myoepi","sctype"
"39954","Myoepi","Myoepi","sctype"
"39955","Plasma","Plasma","sctype"
"39956","T","T","sctype"
"39957","T","T","sctype"
"39958","Stromal","Stromal","sctype"
"39959","Malignant","Malignant","sctype"
"39960","T","T","sctype"
"39961","Malignant","Macrophage","sctype"
"39962","Malignant","Malignant","sctype"
"39963","T","T","sctype"
"39964","Malignant","Malignant","sctype"
"39965","T","T","sctype"
"39966","T","T","sctype"
"39967","Stromal","Stromal","sctype"
"39968","B","T","sctype"
"39969","Malignant","Malignant","sctype"
"39970","Stromal","Stromal","sctype"
"39971","T","T","sctype"
"39972","Stromal","Macrophage","sctype"
"39973","Stromal","Stromal","sctype"
"39974","T","Stromal","sctype"
"39975","Plasma","Stromal","sctype"
"39976","Malignant","Malignant","sctype"
"39977","Plasma","T","sctype"
"39978","Myoepi","Malignant","sctype"
"39979","Malignant","Macrophage","sctype"
"39980","T","Stromal","sctype"
"39981","B","T","sctype"
"39982","T","Macrophage","sctype"
"39983","Plasma","Stromal","sctype"
"39984","Malignant","Malignant","sctype"
"39985","Stromal","Stromal","sctype"
"39986","Malignant","Myoepi","sctype"
"39987","Malignant","Myoepi","sctype"
"39988","Stromal","Macrophage","sctype"
"39989","Myoepi","Malignant","sctype"
"39990","T","T","sctype"
"39991","T","T","sctype"
"39992","Malignant","Malignant","sctype"
"39993","Stromal","Stromal","sctype"
"39994","T","B","sctype"
"39995","Malignant","Malignant","sctype"
"39996","Macrophage","Macrophage","sctype"
"39997","T","T","sctype"
"39998","Stromal","Stromal","sctype"
"39999","Stromal","Stromal","sctype"
"40000","Stromal","Macrophage","sctype"
"40001","Myoepi","Myoepi","sctype"
"40002","Stromal","Stromal","sctype"
"40003","Stromal","Stromal","sctype"
"40004","Stromal","Stromal","sctype"
"40005","Macrophage","Stromal","sctype"
"40006","Stromal","Macrophage","sctype"
"40007","Stromal","Stromal","sctype"
"40008","T","T","sctype"
"40009","Stromal","Myoepi","sctype"
"40010","Macrophage","T","sctype"
"40011","T","T","sctype"
"40012","Stromal","Myoepi","sctype"
"40013","Stromal","Stromal","sctype"
"40014","T","T","sctype"
"40015","Malignant","Malignant","sctype"
"40016","T","T","sctype"
"40017","Malignant","Malignant","sctype"
"40018","Malignant","Malignant","sctype"
"40019","T","T","sctype"
"40020","Malignant","Stromal","sctype"
"40021","T","Plasma","sctype"
"40022","Malignant","Malignant","sctype"
"40023","T","T","sctype"
"40024","Malignant","Malignant","sctype"
"40025","T","T","sctype"
"40026","Plasma","Stromal","sctype"
"40027","Malignant","Malignant","sctype"
"40028","T","T","sctype"
"40029","Myoepi","Stromal","sctype"
"40030","Myoepi","Myoepi","sctype"
"40031","Malignant","Malignant","sctype"
"40032","T","T","sctype"
"40033","Stromal","Stromal","sctype"
"40034","T","T","sctype"
"40035","Malignant","Malignant","sctype"
"40036","T","T","sctype"
"40037","Stromal","Stromal","sctype"
"40038","Myoepi","Myoepi","sctype"
"40039","Malignant","Malignant","sctype"
"40040","Myoepi","Stromal","sctype"
"40041","T","T","sctype"
"40042","Myoepi","Myoepi","sctype"
"40043","Malignant","Macrophage","sctype"
"40044","T","T","sctype"
"40045","Myoepi","Stromal","sctype"
"40046","Malignant","Macrophage","sctype"
"40047","Stromal","Stromal","sctype"
"40048","Macrophage","T","sctype"
"40049","Stromal","T","sctype"
"40050","Malignant","Malignant","sctype"
"40051","Stromal","Stromal","sctype"
"40052","T","T","sctype"
"40053","Stromal","Stromal","sctype"
"40054","T","T","sctype"
"40055","Stromal","Stromal","sctype"
"40056","T","T","sctype"
"40057","Macrophage","Stromal","sctype"
"40058","Stromal","Stromal","sctype"
"40059","Macrophage","Macrophage","sctype"
"40060","Myoepi","Myoepi","sctype"
"40061","Malignant","Macrophage","sctype"
"40062","Malignant","Malignant","sctype"
"40063","T","T","sctype"
"40064","Myoepi","Myoepi","sctype"
"40065","Stromal","Macrophage","sctype"
"40066","Malignant","Malignant","sctype"
"40067","Myoepi","Myoepi","sctype"
"40068","Plasma","Plasma","sctype"
"40069","Stromal","Stromal","sctype"
"40070","Myoepi","Myoepi","sctype"
"40071","Malignant","Malignant","sctype"
"40072","Macrophage","Stromal","sctype"
"40073","Malignant","Macrophage","sctype"
"40074","Malignant","Malignant","sctype"
"40075","Malignant","Macrophage","sctype"
"40076","Stromal","Stromal","sctype"
"40077","Stromal","Stromal","sctype"
"40078","T","T","sctype"
"40079","Stromal","Stromal","sctype"
"40080","Malignant","Myoepi","sctype"
"40081","Plasma","Plasma","sctype"
"40082","Myoepi","Myoepi","sctype"
"40083","Myoepi","Malignant","sctype"
"40084","Macrophage","Stromal","sctype"
"40085","Stromal","Macrophage","sctype"
"40086","Malignant","Macrophage","sctype"
"40087","T","T","sctype"
"40088","Malignant","Stromal","sctype"
"40089","Stromal","Macrophage","sctype"
"40090","Malignant","Malignant","sctype"
"40091","Stromal","Stromal","sctype"
"40092","Stromal","Stromal","sctype"
"40093","Malignant","Malignant","sctype"
"40094","Malignant","Malignant","sctype"
"40095","Myoepi","Myoepi","sctype"
"40096","T","T","sctype"
"40097","Myoepi","Myoepi","sctype"
"40098","Stromal","Macrophage","sctype"
"40099","Myoepi","Stromal","sctype"
"40100","Stromal","Stromal","sctype"
"40101","B","T","sctype"
"40102","Malignant","Macrophage","sctype"
"40103","T","T","sctype"
"40104","Myoepi","Myoepi","sctype"
"40105","Myoepi","Myoepi","sctype"
"40106","Stromal","Myoepi","sctype"
"40107","Stromal","Malignant","sctype"
"40108","Plasma","Plasma","sctype"
"40109","Macrophage","Macrophage","sctype"
"40110","T","T","sctype"
"40111","Stromal","Stromal","sctype"
"40112","Macrophage","B","sctype"
"40113","Macrophage","Stromal","sctype"
"40114","Plasma","Stromal","sctype"
"40115","Malignant","Malignant","sctype"
"40116","Plasma","Plasma","sctype"
"40117","Myoepi","Myoepi","sctype"
"40118","Stromal","Stromal","sctype"
"40119","T","T","sctype"
"40120","Stromal","T","sctype"
"40121","Stromal","Stromal","sctype"
"40122","Macrophage","Macrophage","sctype"
"40123","T","T","sctype"
"40124","Stromal","Stromal","sctype"
"40125","T","T","sctype"
"40126","Macrophage","Stromal","sctype"
"40127","Malignant","Malignant","sctype"
"40128","Stromal","Stromal","sctype"
"40129","Macrophage","Macrophage","sctype"
"40130","Stromal","Stromal","sctype"
"40131","Macrophage","Stromal","sctype"
"40132","Malignant","Malignant","sctype"
"40133","Plasma","T","sctype"
"40134","T","Stromal","sctype"
"40135","Stromal","Malignant","sctype"
"40136","T","T","sctype"
"40137","Myoepi","Malignant","sctype"
"40138","Stromal","Stromal","sctype"
"40139","Malignant","Malignant","sctype"
"40140","T","Macrophage","sctype"
"40141","Malignant","Malignant","sctype"
"40142","Stromal","B","sctype"
"40143","Macrophage","T","sctype"
"40144","Plasma","Stromal","sctype"
"40145","Stromal","Stromal","sctype"
"40146","Macrophage","Macrophage","sctype"
"40147","Malignant","Malignant","sctype"
"40148","Macrophage","T","sctype"
"40149","Malignant","Malignant","sctype"
"40150","Stromal","T","sctype"
"40151","T","T","sctype"
"40152","Malignant","Malignant","sctype"
"40153","T","T","sctype"
"40154","Stromal","Macrophage","sctype"
"40155","Malignant","Malignant","sctype"
"40156","Malignant","Malignant","sctype"
"40157","B","T","sctype"
"40158","T","T","sctype"
"40159","T","T","sctype"
"40160","Plasma","Plasma","sctype"
"40161","T","T","sctype"
"40162","Plasma","Plasma","sctype"
"40163","T","T","sctype"
"40164","Plasma","Plasma","sctype"
"40165","T","Stromal","sctype"
"40166","Stromal","Myoepi","sctype"
"40167","Stromal","Stromal","sctype"
"40168","Macrophage","T","sctype"
"40169","Stromal","Stromal","sctype"
"40170","Myoepi","Myoepi","sctype"
"40171","T","Macrophage","sctype"
"40172","Macrophage","Plasma","sctype"
"40173","Stromal","Stromal","sctype"
"40174","Myoepi","Myoepi","sctype"
"40175","Malignant","Malignant","sctype"
"40176","Stromal","Stromal","sctype"
"40177","Stromal","Stromal","sctype"
"40178","Stromal","Stromal","sctype"
"40179","Myoepi","Malignant","sctype"
"40180","Malignant","Malignant","sctype"
"40181","Myoepi","Myoepi","sctype"
"40182","T","T","sctype"
"40183","B","B","sctype"
"40184","Stromal","Stromal","sctype"
"40185","B","Macrophage","sctype"
"40186","Myoepi","Myoepi","sctype"
"40187","T","T","sctype"
"40188","Myoepi","Myoepi","sctype"
"40189","Stromal","Stromal","sctype"
"40190","Malignant","Malignant","sctype"
"40191","Myoepi","Stromal","sctype"
"40192","Macrophage","Stromal","sctype"
"40193","Stromal","Stromal","sctype"
"40194","Myoepi","Myoepi","sctype"
"40195","Macrophage","Macrophage","sctype"
"40196","Myoepi","Myoepi","sctype"
"40197","T","T","sctype"
"40198","Myoepi","Malignant","sctype"
"40199","Myoepi","Myoepi","sctype"
"40200","Macrophage","T","sctype"
"40201","T","B","sctype"
"40202","B","Stromal","sctype"
"40203","Malignant","Malignant","sctype"
"40204","Stromal","Stromal","sctype"
"40205","T","T","sctype"
"40206","B","T","sctype"
"40207","Stromal","Macrophage","sctype"
"40208","Malignant","Myoepi","sctype"
"40209","T","T","sctype"
"40210","T","T","sctype"
"40211","Malignant","Myoepi","sctype"
"40212","Stromal","Stromal","sctype"
"40213","T","T","sctype"
"40214","Stromal","Stromal","sctype"
"40215","B","Plasma","sctype"
"40216","Malignant","Malignant","sctype"
"40217","Malignant","Malignant","sctype"
"40218","T","T","sctype"
"40219","Stromal","Stromal","sctype"
"40220","Stromal","Stromal","sctype"
"40221","Macrophage","Macrophage","sctype"
"40222","Stromal","Stromal","sctype"
"40223","Stromal","Stromal","sctype"
"40224","Myoepi","Stromal","sctype"
"40225","T","T","sctype"
"40226","Malignant","Myoepi","sctype"
"40227","Malignant","Macrophage","sctype"
"40228","T","T","sctype"
"40229","T","T","sctype"
"40230","Myoepi","Myoepi","sctype"
"40231","Myoepi","Myoepi","sctype"
"40232","Stromal","Plasma","sctype"
"40233","Myoepi","Myoepi","sctype"
"40234","Malignant","Malignant","sctype"
"40235","Malignant","Myoepi","sctype"
"40236","Stromal","Stromal","sctype"
"40237","Stromal","Stromal","sctype"
"40238","T","Plasma","sctype"
"40239","Malignant","Malignant","sctype"
"40240","Stromal","Stromal","sctype"
"40241","Myoepi","Myoepi","sctype"
"40242","Malignant","Malignant","sctype"
"40243","Stromal","Stromal","sctype"
"40244","T","T","sctype"
"40245","Stromal","Stromal","sctype"
"40246","T","Stromal","sctype"
"40247","Stromal","Stromal","sctype"
"40248","T","T","sctype"
"40249","Myoepi","Myoepi","sctype"
"40250","T","Malignant","sctype"
"40251","Myoepi","Myoepi","sctype"
"40252","Stromal","Stromal","sctype"
"40253","Malignant","Macrophage","sctype"
"40254","T","T","sctype"
"40255","T","T","sctype"
"40256","Malignant","Macrophage","sctype"
"40257","Malignant","Malignant","sctype"
"40258","Stromal","Stromal","sctype"
"40259","T","B","sctype"
"40260","T","T","sctype"
"40261","Stromal","Stromal","sctype"
"40262","T","T","sctype"
"40263","Malignant","Malignant","sctype"
"40264","T","Stromal","sctype"
"40265","Macrophage","Macrophage","sctype"
"40266","Myoepi","Myoepi","sctype"
"40267","Plasma","Stromal","sctype"
"40268","Stromal","Stromal","sctype"
"40269","Macrophage","Macrophage","sctype"
"40270","Malignant","Malignant","sctype"
"40271","Stromal","Macrophage","sctype"
"40272","Myoepi","Myoepi","sctype"
"40273","Myoepi","Myoepi","sctype"
"40274","Myoepi","Myoepi","sctype"
"40275","Myoepi","Myoepi","sctype"
"40276","Malignant","Malignant","sctype"
"40277","T","T","sctype"
"40278","Malignant","Myoepi","sctype"
"40279","Stromal","Plasma","sctype"
"40280","Malignant","Malignant","sctype"
"40281","T","T","sctype"
"40282","T","T","sctype"
"40283","Plasma","Plasma","sctype"
"40284","Malignant","Malignant","sctype"
"40285","Macrophage","T","sctype"
"40286","Stromal","T","sctype"
"40287","Malignant","Malignant","sctype"
"40288","B","T","sctype"
"40289","T","T","sctype"
"40290","T","T","sctype"
"40291","T","T","sctype"
"40292","B","T","sctype"
"40293","Macrophage","T","sctype"
"40294","Malignant","Malignant","sctype"
"40295","Stromal","Stromal","sctype"
"40296","Stromal","Stromal","sctype"
"40297","B","B","sctype"
"40298","Malignant","Malignant","sctype"
"40299","Macrophage","Myoepi","sctype"
"40300","T","T","sctype"
"40301","Malignant","Malignant","sctype"
"40302","B","T","sctype"
"40303","Stromal","Stromal","sctype"
"40304","Malignant","Malignant","sctype"
"40305","Stromal","Stromal","sctype"
"40306","Malignant","Myoepi","sctype"
"40307","Malignant","Myoepi","sctype"
"40308","Malignant","Malignant","sctype"
"40309","Malignant","Macrophage","sctype"
"40310","Stromal","Stromal","sctype"
"40311","Stromal","T","sctype"
"40312","Macrophage","Macrophage","sctype"
"40313","Malignant","Myoepi","sctype"
"40314","Myoepi","Myoepi","sctype"
"40315","Myoepi","Macrophage","sctype"
"40316","T","T","sctype"
"40317","Malignant","T","sctype"
"40318","T","T","sctype"
"40319","Macrophage","Macrophage","sctype"
"40320","Malignant","Macrophage","sctype"
"40321","Stromal","Stromal","sctype"
"40322","Stromal","Stromal","sctype"
"40323","T","T","sctype"
"40324","Stromal","Stromal","sctype"
"40325","T","T","sctype"
"40326","Stromal","Stromal","sctype"
"40327","T","T","sctype"
"40328","Macrophage","Stromal","sctype"
"40329","Myoepi","Malignant","sctype"
"40330","Plasma","Plasma","sctype"
"40331","T","Stromal","sctype"
"40332","Macrophage","Macrophage","sctype"
"40333","Stromal","Stromal","sctype"
"40334","Malignant","Malignant","sctype"
"40335","Malignant","Macrophage","sctype"
"40336","Macrophage","Myoepi","sctype"
"40337","Stromal","Stromal","sctype"
"40338","Macrophage","Macrophage","sctype"
"40339","Malignant","Macrophage","sctype"
"40340","T","T","sctype"
"40341","Myoepi","Myoepi","sctype"
"40342","Stromal","Stromal","sctype"
"40343","Stromal","Stromal","sctype"
"40344","Malignant","Malignant","sctype"
"40345","Stromal","Macrophage","sctype"
"40346","Myoepi","Malignant","sctype"
"40347","B","T","sctype"
"40348","Malignant","Myoepi","sctype"
"40349","Myoepi","Myoepi","sctype"
"40350","Malignant","Malignant","sctype"
"40351","Myoepi","Myoepi","sctype"
"40352","Stromal","Stromal","sctype"
"40353","Macrophage","Plasma","sctype"
"40354","Plasma","Plasma","sctype"
"40355","Malignant","Macrophage","sctype"
"40356","Stromal","Stromal","sctype"
"40357","B","T","sctype"
"40358","T","T","sctype"
"40359","T","T","sctype"
"40360","Myoepi","Stromal","sctype"
"40361","Plasma","Plasma","sctype"
"40362","Stromal","Stromal","sctype"
"40363","Malignant","Stromal","sctype"
"40364","T","T","sctype"
"40365","Myoepi","Macrophage","sctype"
"40366","Stromal","Stromal","sctype"
"40367","Myoepi","Myoepi","sctype"
"40368","Malignant","Malignant","sctype"
"40369","Macrophage","Stromal","sctype"
"40370","Malignant","Malignant","sctype"
"40371","T","Stromal","sctype"
"40372","Malignant","Malignant","sctype"
"40373","Macrophage","T","sctype"
"40374","Stromal","Stromal","sctype"
"40375","Malignant","Malignant","sctype"
"40376","Stromal","Stromal","sctype"
"40377","Plasma","Macrophage","sctype"
"40378","Plasma","T","sctype"
"40379","Myoepi","Myoepi","sctype"
"40380","Myoepi","Myoepi","sctype"
"40381","T","Plasma","sctype"
"40382","Stromal","Macrophage","sctype"
"40383","Stromal","Macrophage","sctype"
"40384","Macrophage","Macrophage","sctype"
"40385","Stromal","Stromal","sctype"
"40386","Myoepi","Myoepi","sctype"
"40387","Macrophage","Stromal","sctype"
"40388","Plasma","Stromal","sctype"
"40389","Myoepi","Myoepi","sctype"
"40390","Malignant","Malignant","sctype"
"40391","Stromal","Stromal","sctype"
"40392","Malignant","Macrophage","sctype"
"40393","Stromal","Stromal","sctype"
"40394","Stromal","T","sctype"
"40395","Myoepi","Myoepi","sctype"
"40396","Malignant","Macrophage","sctype"
"40397","Stromal","Stromal","sctype"
"40398","T","T","sctype"
"40399","Stromal","Stromal","sctype"
"40400","Plasma","B","sctype"
"40401","T","T","sctype"
"40402","T","T","sctype"
"40403","T","T","sctype"
"40404","Stromal","Stromal","sctype"
"40405","Stromal","Stromal","sctype"
"40406","T","T","sctype"
"40407","T","T","sctype"
"40408","Stromal","B","sctype"
"40409","T","T","sctype"
"40410","T","T","sctype"
"40411","Stromal","Stromal","sctype"
"40412","Malignant","Malignant","sctype"
"40413","DC_Mast","T","sctype"
"40414","Stromal","Macrophage","sctype"
"40415","B","B","sctype"
"40416","T","Stromal","sctype"
"40417","Stromal","Macrophage","sctype"
"40418","Malignant","Malignant","sctype"
"40419","Malignant","Stromal","sctype"
"40420","T","T","sctype"
"40421","Malignant","Malignant","sctype"
"40422","Myoepi","Malignant","sctype"
"40423","Malignant","Myoepi","sctype"
"40424","Stromal","Stromal","sctype"
"40425","T","B","sctype"
"40426","Myoepi","Myoepi","sctype"
"40427","Malignant","Malignant","sctype"
"40428","T","T","sctype"
"40429","Macrophage","Macrophage","sctype"
"40430","T","T","sctype"
"40431","T","T","sctype"
"40432","Stromal","Stromal","sctype"
"40433","T","T","sctype"
"40434","T","T","sctype"
"40435","Plasma","T","sctype"
"40436","Malignant","Malignant","sctype"
"40437","Malignant","Malignant","sctype"
"40438","Malignant","Malignant","sctype"
"40439","Macrophage","Macrophage","sctype"
"40440","Malignant","Malignant","sctype"
"40441","Stromal","Stromal","sctype"
"40442","Malignant","Malignant","sctype"
"40443","T","T","sctype"
"40444","Myoepi","Myoepi","sctype"
"40445","Myoepi","Myoepi","sctype"
"40446","Myoepi","Stromal","sctype"
"40447","Stromal","Stromal","sctype"
"40448","T","T","sctype"
"40449","Myoepi","Myoepi","sctype"
"40450","Myoepi","Myoepi","sctype"
"40451","T","T","sctype"
"40452","Plasma","Plasma","sctype"
"40453","Macrophage","Macrophage","sctype"
"40454","Myoepi","Malignant","sctype"
"40455","Macrophage","Macrophage","sctype"
"40456","Macrophage","Stromal","sctype"
"40457","Macrophage","T","sctype"
"40458","Myoepi","Malignant","sctype"
"40459","T","T","sctype"
"40460","Stromal","Stromal","sctype"
"40461","Myoepi","Myoepi","sctype"
"40462","Macrophage","Macrophage","sctype"
"40463","Myoepi","Stromal","sctype"
"40464","Myoepi","Myoepi","sctype"
"40465","Plasma","Plasma","sctype"
"40466","Stromal","Stromal","sctype"
"40467","Stromal","Stromal","sctype"
"40468","Stromal","Stromal","sctype"
"40469","Stromal","Stromal","sctype"
"40470","Myoepi","Myoepi","sctype"
"40471","Stromal","Stromal","sctype"
"40472","Malignant","Myoepi","sctype"
"40473","Myoepi","Myoepi","sctype"
"40474","Stromal","Stromal","sctype"
"40475","Malignant","Malignant","sctype"
"40476","Malignant","Malignant","sctype"
"40477","T","T","sctype"
"40478","Stromal","Stromal","sctype"
"40479","Stromal","Macrophage","sctype"
"40480","Malignant","Macrophage","sctype"
"40481","T","T","sctype"
"40482","Myoepi","Malignant","sctype"
"40483","Macrophage","Macrophage","sctype"
"40484","Macrophage","Stromal","sctype"
