"","celltype_gt","celltype","model"
"46355","B","T","clustifyr"
"46356","Stromal","Stromal","clustifyr"
"46357","Plasma","T","clustifyr"
"46358","Malignant","Malignant","clustifyr"
"46359","Stromal","Macrophage","clustifyr"
"46360","T","Malignant","clustifyr"
"46361","Stromal","Macrophage","clustifyr"
"46362","Stromal","Stromal","clustifyr"
"46363","T","T","clustifyr"
"46364","Malignant","B","clustifyr"
"46365","Stromal","Macrophage","clustifyr"
"46366","Malignant","Malignant","clustifyr"
"46367","Malignant","Stromal","clustifyr"
"46368","Malignant","Malignant","clustifyr"
"46369","Malignant","Stromal","clustifyr"
"46370","Malignant","Malignant","clustifyr"
"46371","B","T","clustifyr"
"46372","Malignant","Stromal","clustifyr"
"46373","Malignant","Stromal","clustifyr"
"46374","Plasma","T","clustifyr"
"46375","Stromal","Macrophage","clustifyr"
"46376","Stromal","Macrophage","clustifyr"
"46377","T","T","clustifyr"
"46378","Macrophage","Stromal","clustifyr"
"46379","Malignant","Malignant","clustifyr"
"46380","Stromal","Stromal","clustifyr"
"46381","T","T","clustifyr"
"46382","Malignant","Malignant","clustifyr"
"46383","Macrophage","T","clustifyr"
"46384","Stromal","Stromal","clustifyr"
"46385","Macrophage","Macrophage","clustifyr"
"46386","Myoepi","Malignant","clustifyr"
"46387","Stromal","Macrophage","clustifyr"
"46388","B","T","clustifyr"
"46389","T","Macrophage","clustifyr"
"46390","Malignant","Malignant","clustifyr"
"46391","Stromal","Stromal","clustifyr"
"46392","T","T","clustifyr"
"46393","Malignant","Malignant","clustifyr"
"46394","Stromal","Stromal","clustifyr"
"46395","Myoepi","Malignant","clustifyr"
"46396","T","T","clustifyr"
"46397","T","T","clustifyr"
"46398","Stromal","Stromal","clustifyr"
"46399","Macrophage","Macrophage","clustifyr"
"46400","T","T","clustifyr"
"46401","T","T","clustifyr"
"46402","Stromal","Stromal","clustifyr"
"46403","T","T","clustifyr"
"46404","Macrophage","Macrophage","clustifyr"
"46405","T","Malignant","clustifyr"
"46406","Stromal","Stromal","clustifyr"
"46407","Stromal","Macrophage","clustifyr"
"46408","Myoepi","Malignant","clustifyr"
"46409","T","T","clustifyr"
"46410","Plasma","Macrophage","clustifyr"
"46411","Malignant","Malignant","clustifyr"
"46412","B","T","clustifyr"
"46413","B","T","clustifyr"
"46414","Stromal","Stromal","clustifyr"
"46415","Myoepi","Malignant","clustifyr"
"46416","T","T","clustifyr"
"46417","Plasma","Stromal","clustifyr"
"46418","B","B","clustifyr"
"46419","Macrophage","T","clustifyr"
"46420","Stromal","Stromal","clustifyr"
"46421","Myoepi","Malignant","clustifyr"
"46422","Macrophage","Macrophage","clustifyr"
"46423","Malignant","Malignant","clustifyr"
"46424","T","T","clustifyr"
"46425","Stromal","Malignant","clustifyr"
"46426","Stromal","Macrophage","clustifyr"
"46427","T","T","clustifyr"
"46428","T","T","clustifyr"
"46429","Myoepi","Malignant","clustifyr"
"46430","T","T","clustifyr"
"46431","Malignant","Malignant","clustifyr"
"46432","Stromal","Macrophage","clustifyr"
"46433","Stromal","Stromal","clustifyr"
"46434","Macrophage","Macrophage","clustifyr"
"46435","Macrophage","Macrophage","clustifyr"
"46436","T","Stromal","clustifyr"
"46437","Stromal","Stromal","clustifyr"
"46438","Malignant","Malignant","clustifyr"
"46439","Stromal","Macrophage","clustifyr"
"46440","Plasma","T","clustifyr"
"46441","T","T","clustifyr"
"46442","Malignant","Malignant","clustifyr"
"46443","Myoepi","Malignant","clustifyr"
"46444","Malignant","Malignant","clustifyr"
"46445","Stromal","Stromal","clustifyr"
"46446","Stromal","Stromal","clustifyr"
"46447","T","T","clustifyr"
"46448","Plasma","Stromal","clustifyr"
"46449","Myoepi","Malignant","clustifyr"
"46450","Malignant","Malignant","clustifyr"
"46451","Stromal","Stromal","clustifyr"
"46452","Myoepi","Malignant","clustifyr"
"46453","T","Macrophage","clustifyr"
"46454","Stromal","Macrophage","clustifyr"
"46455","Malignant","Malignant","clustifyr"
"46456","Malignant","Malignant","clustifyr"
"46457","Stromal","Stromal","clustifyr"
"46458","Stromal","Stromal","clustifyr"
"46459","T","T","clustifyr"
"46460","Myoepi","Malignant","clustifyr"
"46461","Myoepi","Malignant","clustifyr"
"46462","Stromal","Stromal","clustifyr"
"46463","T","T","clustifyr"
"46464","B","B","clustifyr"
"46465","T","T","clustifyr"
"46466","Malignant","Malignant","clustifyr"
"46467","Myoepi","Malignant","clustifyr"
"46468","Plasma","Stromal","clustifyr"
"46469","Malignant","Malignant","clustifyr"
"46470","Stromal","Macrophage","clustifyr"
"46471","Malignant","Malignant","clustifyr"
"46472","Stromal","Stromal","clustifyr"
"46473","T","T","clustifyr"
"46474","Malignant","Malignant","clustifyr"
"46475","Malignant","Malignant","clustifyr"
"46476","Malignant","Malignant","clustifyr"
"46477","Malignant","Malignant","clustifyr"
"46478","Stromal","Stromal","clustifyr"
"46479","T","T","clustifyr"
"46480","Malignant","Malignant","clustifyr"
"46481","Malignant","Stromal","clustifyr"
"46482","T","T","clustifyr"
"46483","T","Malignant","clustifyr"
"46484","Stromal","Malignant","clustifyr"
"46485","T","T","clustifyr"
"46486","Macrophage","Stromal","clustifyr"
"46487","Malignant","Stromal","clustifyr"
"46488","T","T","clustifyr"
"46489","Stromal","Stromal","clustifyr"
"46490","Malignant","Malignant","clustifyr"
"46491","T","B","clustifyr"
"46492","Stromal","Stromal","clustifyr"
"46493","Macrophage","Macrophage","clustifyr"
"46494","Myoepi","Malignant","clustifyr"
"46495","T","T","clustifyr"
"46496","Stromal","Stromal","clustifyr"
"46497","Plasma","T","clustifyr"
"46498","Stromal","Stromal","clustifyr"
"46499","Malignant","Malignant","clustifyr"
"46500","T","T","clustifyr"
"46501","Macrophage","B","clustifyr"
"46502","Stromal","Macrophage","clustifyr"
"46503","Stromal","Stromal","clustifyr"
"46504","Malignant","Malignant","clustifyr"
"46505","Stromal","Stromal","clustifyr"
"46506","T","T","clustifyr"
"46507","Stromal","Stromal","clustifyr"
"46508","T","T","clustifyr"
"46509","Plasma","B","clustifyr"
"46510","Stromal","Stromal","clustifyr"
"46511","T","B","clustifyr"
"46512","Stromal","Stromal","clustifyr"
"46513","Stromal","Stromal","clustifyr"
"46514","DC_Mast","Macrophage","clustifyr"
"46515","Macrophage","Macrophage","clustifyr"
"46516","T","T","clustifyr"
"46517","Myoepi","Malignant","clustifyr"
"46518","Macrophage","T","clustifyr"
"46519","Malignant","Malignant","clustifyr"
"46520","B","T","clustifyr"
"46521","T","T","clustifyr"
"46522","Myoepi","Malignant","clustifyr"
"46523","T","T","clustifyr"
"46524","Stromal","T","clustifyr"
"46525","Plasma","B","clustifyr"
"46526","Myoepi","Malignant","clustifyr"
"46527","T","T","clustifyr"
"46528","T","T","clustifyr"
"46529","Stromal","Stromal","clustifyr"
"46530","Myoepi","Macrophage","clustifyr"
"46531","Malignant","Malignant","clustifyr"
"46532","Myoepi","Macrophage","clustifyr"
"46533","T","Macrophage","clustifyr"
"46534","Stromal","Macrophage","clustifyr"
"46535","Stromal","Stromal","clustifyr"
"46536","T","T","clustifyr"
"46537","Stromal","Stromal","clustifyr"
"46538","Plasma","B","clustifyr"
"46539","Macrophage","Macrophage","clustifyr"
"46540","Malignant","Malignant","clustifyr"
"46541","T","T","clustifyr"
"46542","Stromal","Malignant","clustifyr"
"46543","Malignant","Malignant","clustifyr"
"46544","Stromal","Stromal","clustifyr"
"46545","T","T","clustifyr"
"46546","Plasma","T","clustifyr"
"46547","Macrophage","Macrophage","clustifyr"
"46548","Stromal","Malignant","clustifyr"
"46549","Macrophage","Stromal","clustifyr"
"46550","Macrophage","Macrophage","clustifyr"
"46551","Macrophage","Macrophage","clustifyr"
"46552","Malignant","Malignant","clustifyr"
"46553","T","T","clustifyr"
"46554","Malignant","Malignant","clustifyr"
"46555","B","T","clustifyr"
"46556","T","Macrophage","clustifyr"
"46557","B","T","clustifyr"
"46558","T","T","clustifyr"
"46559","Malignant","Malignant","clustifyr"
"46560","Macrophage","B","clustifyr"
"46561","T","T","clustifyr"
"46562","Macrophage","B","clustifyr"
"46563","Stromal","Stromal","clustifyr"
"46564","Stromal","Stromal","clustifyr"
"46565","Myoepi","Malignant","clustifyr"
"46566","Stromal","Macrophage","clustifyr"
"46567","Stromal","T","clustifyr"
"46568","Stromal","Macrophage","clustifyr"
"46569","Myoepi","Malignant","clustifyr"
"46570","T","T","clustifyr"
"46571","Myoepi","Malignant","clustifyr"
"46572","Myoepi","Malignant","clustifyr"
"46573","Plasma","B","clustifyr"
"46574","T","T","clustifyr"
"46575","Stromal","Macrophage","clustifyr"
"46576","T","T","clustifyr"
"46577","T","T","clustifyr"
"46578","Stromal","Stromal","clustifyr"
"46579","T","T","clustifyr"
"46580","Myoepi","Malignant","clustifyr"
"46581","Malignant","Malignant","clustifyr"
"46582","Malignant","Malignant","clustifyr"
"46583","Stromal","Macrophage","clustifyr"
"46584","B","T","clustifyr"
"46585","Malignant","Malignant","clustifyr"
"46586","Plasma","Macrophage","clustifyr"
"46587","Stromal","Stromal","clustifyr"
"46588","Myoepi","Malignant","clustifyr"
"46589","Stromal","Stromal","clustifyr"
"46590","Myoepi","Stromal","clustifyr"
"46591","T","Macrophage","clustifyr"
"46592","T","T","clustifyr"
"46593","Stromal","Macrophage","clustifyr"
"46594","T","T","clustifyr"
"46595","Malignant","Malignant","clustifyr"
"46596","Malignant","Malignant","clustifyr"
"46597","Malignant","Malignant","clustifyr"
"46598","T","T","clustifyr"
"46599","T","T","clustifyr"
"46600","T","T","clustifyr"
"46601","T","T","clustifyr"
"46602","T","T","clustifyr"
"46603","T","T","clustifyr"
"46604","Stromal","Stromal","clustifyr"
"46605","Macrophage","Macrophage","clustifyr"
"46606","Stromal","Stromal","clustifyr"
"46607","T","T","clustifyr"
"46608","Malignant","Stromal","clustifyr"
"46609","Malignant","T","clustifyr"
"46610","Malignant","Malignant","clustifyr"
"46611","Macrophage","T","clustifyr"
"46612","Malignant","Malignant","clustifyr"
"46613","T","T","clustifyr"
"46614","Stromal","Stromal","clustifyr"
"46615","Malignant","Malignant","clustifyr"
"46616","T","T","clustifyr"
"46617","T","Macrophage","clustifyr"
"46618","Myoepi","Malignant","clustifyr"
"46619","Plasma","Macrophage","clustifyr"
"46620","Malignant","Malignant","clustifyr"
"46621","T","T","clustifyr"
"46622","T","B","clustifyr"
"46623","B","T","clustifyr"
"46624","Malignant","Malignant","clustifyr"
"46625","Plasma","T","clustifyr"
"46626","Stromal","Stromal","clustifyr"
"46627","Malignant","Malignant","clustifyr"
"46628","Macrophage","Macrophage","clustifyr"
"46629","Malignant","Malignant","clustifyr"
"46630","Stromal","Stromal","clustifyr"
"46631","Plasma","T","clustifyr"
"46632","Myoepi","Stromal","clustifyr"
"46633","Malignant","Malignant","clustifyr"
"46634","Macrophage","Macrophage","clustifyr"
"46635","Malignant","Malignant","clustifyr"
"46636","Malignant","Malignant","clustifyr"
"46637","Malignant","Malignant","clustifyr"
"46638","Stromal","Stromal","clustifyr"
"46639","Macrophage","Macrophage","clustifyr"
"46640","B","Macrophage","clustifyr"
"46641","Malignant","Malignant","clustifyr"
"46642","Stromal","Stromal","clustifyr"
"46643","Stromal","Stromal","clustifyr"
"46644","Stromal","Malignant","clustifyr"
"46645","Stromal","Stromal","clustifyr"
"46646","T","T","clustifyr"
"46647","T","Malignant","clustifyr"
"46648","Stromal","Stromal","clustifyr"
"46649","Stromal","Malignant","clustifyr"
"46650","Myoepi","Malignant","clustifyr"
"46651","Macrophage","Macrophage","clustifyr"
"46652","Stromal","Macrophage","clustifyr"
"46653","B","B","clustifyr"
"46654","Myoepi","Stromal","clustifyr"
"46655","T","T","clustifyr"
"46656","B","T","clustifyr"
"46657","Stromal","Macrophage","clustifyr"
"46658","T","T","clustifyr"
"46659","Stromal","Stromal","clustifyr"
"46660","Macrophage","Macrophage","clustifyr"
"46661","Stromal","Stromal","clustifyr"
"46662","Macrophage","Macrophage","clustifyr"
"46663","Myoepi","Malignant","clustifyr"
"46664","Stromal","Malignant","clustifyr"
"46665","Stromal","Stromal","clustifyr"
"46666","Malignant","Malignant","clustifyr"
"46667","Macrophage","Macrophage","clustifyr"
"46668","Stromal","Stromal","clustifyr"
"46669","T","Macrophage","clustifyr"
"46670","Stromal","Stromal","clustifyr"
"46671","T","T","clustifyr"
"46672","Stromal","Stromal","clustifyr"
"46673","Stromal","Stromal","clustifyr"
"46674","Stromal","Stromal","clustifyr"
"46675","Malignant","Malignant","clustifyr"
"46676","Myoepi","Malignant","clustifyr"
"46677","B","T","clustifyr"
"46678","Stromal","Stromal","clustifyr"
"46679","Stromal","Stromal","clustifyr"
"46680","Myoepi","Malignant","clustifyr"
"46681","B","B","clustifyr"
"46682","Plasma","T","clustifyr"
"46683","T","T","clustifyr"
"46684","B","T","clustifyr"
"46685","B","T","clustifyr"
"46686","Malignant","Malignant","clustifyr"
"46687","Malignant","Malignant","clustifyr"
"46688","Stromal","Macrophage","clustifyr"
"46689","B","T","clustifyr"
"46690","T","T","clustifyr"
"46691","Myoepi","Malignant","clustifyr"
"46692","Malignant","Malignant","clustifyr"
"46693","T","B","clustifyr"
"46694","B","T","clustifyr"
"46695","Malignant","Malignant","clustifyr"
"46696","Stromal","Stromal","clustifyr"
"46697","Malignant","Malignant","clustifyr"
"46698","Stromal","Macrophage","clustifyr"
"46699","T","T","clustifyr"
"46700","T","T","clustifyr"
"46701","Macrophage","Malignant","clustifyr"
"46702","Malignant","Malignant","clustifyr"
"46703","T","T","clustifyr"
"46704","Stromal","Stromal","clustifyr"
"46705","Stromal","Macrophage","clustifyr"
"46706","Myoepi","Malignant","clustifyr"
"46707","Malignant","Malignant","clustifyr"
"46708","Malignant","Malignant","clustifyr"
"46709","Stromal","Stromal","clustifyr"
"46710","Macrophage","Macrophage","clustifyr"
"46711","T","T","clustifyr"
"46712","Malignant","Stromal","clustifyr"
"46713","T","T","clustifyr"
"46714","Macrophage","Stromal","clustifyr"
"46715","Malignant","Malignant","clustifyr"
"46716","Malignant","Malignant","clustifyr"
"46717","Stromal","Stromal","clustifyr"
"46718","Stromal","Stromal","clustifyr"
"46719","Malignant","Malignant","clustifyr"
"46720","Stromal","Stromal","clustifyr"
"46721","Malignant","Malignant","clustifyr"
"46722","T","T","clustifyr"
"46723","B","T","clustifyr"
"46724","Malignant","T","clustifyr"
"46725","T","B","clustifyr"
"46726","Macrophage","Macrophage","clustifyr"
"46727","Malignant","Malignant","clustifyr"
"46728","Malignant","Malignant","clustifyr"
"46729","Stromal","Stromal","clustifyr"
"46730","T","T","clustifyr"
"46731","Malignant","Malignant","clustifyr"
"46732","B","Macrophage","clustifyr"
"46733","Myoepi","Malignant","clustifyr"
"46734","Stromal","Stromal","clustifyr"
"46735","Macrophage","T","clustifyr"
"46736","Stromal","Stromal","clustifyr"
"46737","T","T","clustifyr"
"46738","Myoepi","Malignant","clustifyr"
"46739","Malignant","Malignant","clustifyr"
"46740","Myoepi","Malignant","clustifyr"
"46741","Malignant","Malignant","clustifyr"
"46742","T","T","clustifyr"
"46743","Malignant","Malignant","clustifyr"
"46744","Myoepi","Malignant","clustifyr"
"46745","Stromal","Macrophage","clustifyr"
"46746","Stromal","Stromal","clustifyr"
"46747","Stromal","Stromal","clustifyr"
"46748","T","T","clustifyr"
"46749","B","T","clustifyr"
"46750","T","T","clustifyr"
"46751","T","T","clustifyr"
"46752","T","T","clustifyr"
"46753","Stromal","Stromal","clustifyr"
"46754","Plasma","B","clustifyr"
"46755","Malignant","Malignant","clustifyr"
"46756","T","T","clustifyr"
"46757","T","B","clustifyr"
"46758","T","T","clustifyr"
"46759","Malignant","Malignant","clustifyr"
"46760","Myoepi","Malignant","clustifyr"
"46761","Malignant","Malignant","clustifyr"
"46762","Macrophage","T","clustifyr"
"46763","T","Macrophage","clustifyr"
"46764","T","T","clustifyr"
"46765","Plasma","Macrophage","clustifyr"
"46766","Plasma","B","clustifyr"
"46767","T","T","clustifyr"
"46768","Malignant","Malignant","clustifyr"
"46769","T","T","clustifyr"
"46770","Malignant","Malignant","clustifyr"
"46771","Myoepi","Malignant","clustifyr"
"46772","Stromal","Stromal","clustifyr"
"46773","T","T","clustifyr"
"46774","Myoepi","Malignant","clustifyr"
"46775","Myoepi","Stromal","clustifyr"
"46776","Macrophage","Macrophage","clustifyr"
"46777","Stromal","Stromal","clustifyr"
"46778","Malignant","Malignant","clustifyr"
"46779","Stromal","B","clustifyr"
"46780","Stromal","Stromal","clustifyr"
"46781","Myoepi","Stromal","clustifyr"
"46782","Stromal","Stromal","clustifyr"
"46783","Stromal","Stromal","clustifyr"
"46784","T","T","clustifyr"
"46785","T","T","clustifyr"
"46786","Malignant","Malignant","clustifyr"
"46787","Plasma","T","clustifyr"
"46788","Malignant","Malignant","clustifyr"
"46789","T","T","clustifyr"
"46790","T","Macrophage","clustifyr"
"46791","Stromal","Macrophage","clustifyr"
"46792","T","T","clustifyr"
"46793","T","T","clustifyr"
"46794","B","Stromal","clustifyr"
"46795","Stromal","Stromal","clustifyr"
"46796","Malignant","Malignant","clustifyr"
"46797","T","T","clustifyr"
"46798","Myoepi","Stromal","clustifyr"
"46799","T","T","clustifyr"
"46800","Macrophage","Macrophage","clustifyr"
"46801","Malignant","Malignant","clustifyr"
"46802","Plasma","Macrophage","clustifyr"
"46803","Stromal","Stromal","clustifyr"
"46804","Stromal","Stromal","clustifyr"
"46805","T","T","clustifyr"
"46806","Macrophage","Stromal","clustifyr"
"46807","Stromal","Stromal","clustifyr"
"46808","Macrophage","Macrophage","clustifyr"
"46809","Stromal","Stromal","clustifyr"
"46810","Myoepi","Malignant","clustifyr"
"46811","Malignant","T","clustifyr"
"46812","Myoepi","Malignant","clustifyr"
"46813","Stromal","Macrophage","clustifyr"
"46814","Macrophage","Stromal","clustifyr"
"46815","Macrophage","Macrophage","clustifyr"
"46816","Plasma","T","clustifyr"
"46817","B","T","clustifyr"
"46818","T","T","clustifyr"
"46819","Malignant","Malignant","clustifyr"
"46820","Stromal","Stromal","clustifyr"
"46821","Stromal","Stromal","clustifyr"
"46822","Plasma","Plasma","clustifyr"
"46823","Macrophage","Stromal","clustifyr"
"46824","Stromal","Stromal","clustifyr"
"46825","T","T","clustifyr"
"46826","Stromal","Stromal","clustifyr"
"46827","Macrophage","Macrophage","clustifyr"
"46828","B","Macrophage","clustifyr"
"46829","Stromal","Stromal","clustifyr"
"46830","T","T","clustifyr"
"46831","Malignant","Malignant","clustifyr"
"46832","B","Macrophage","clustifyr"
"46833","Stromal","Macrophage","clustifyr"
"46834","Macrophage","Macrophage","clustifyr"
"46835","Stromal","Stromal","clustifyr"
"46836","Macrophage","Macrophage","clustifyr"
"46837","Stromal","Stromal","clustifyr"
"46838","Macrophage","Macrophage","clustifyr"
"46839","Myoepi","Malignant","clustifyr"
"46840","Myoepi","Stromal","clustifyr"
"46841","Stromal","Stromal","clustifyr"
"46842","B","T","clustifyr"
"46843","Stromal","Stromal","clustifyr"
"46844","Stromal","Stromal","clustifyr"
"46845","Plasma","B","clustifyr"
"46846","B","Macrophage","clustifyr"
"46847","Myoepi","Malignant","clustifyr"
"46848","T","Stromal","clustifyr"
"46849","T","T","clustifyr"
"46850","Malignant","Stromal","clustifyr"
"46851","Malignant","Malignant","clustifyr"
"46852","Plasma","Macrophage","clustifyr"
"46853","Malignant","Malignant","clustifyr"
"46854","T","Malignant","clustifyr"
"46855","T","Macrophage","clustifyr"
"46856","Macrophage","Stromal","clustifyr"
"46857","T","T","clustifyr"
"46858","Malignant","Malignant","clustifyr"
"46859","Malignant","Malignant","clustifyr"
"46860","T","T","clustifyr"
"46861","T","T","clustifyr"
"46862","Malignant","Malignant","clustifyr"
"46863","Plasma","Plasma","clustifyr"
"46864","T","T","clustifyr"
"46865","T","T","clustifyr"
"46866","Malignant","Stromal","clustifyr"
"46867","T","T","clustifyr"
"46868","T","T","clustifyr"
"46869","Malignant","Malignant","clustifyr"
"46870","Stromal","Stromal","clustifyr"
"46871","Macrophage","T","clustifyr"
"46872","T","T","clustifyr"
"46873","Stromal","Stromal","clustifyr"
"46874","Stromal","Malignant","clustifyr"
"46875","Malignant","Malignant","clustifyr"
"46876","Malignant","Malignant","clustifyr"
"46877","T","B","clustifyr"
"46878","Malignant","Malignant","clustifyr"
"46879","Stromal","Stromal","clustifyr"
"46880","Myoepi","Malignant","clustifyr"
"46881","Stromal","Stromal","clustifyr"
"46882","T","T","clustifyr"
"46883","Malignant","Malignant","clustifyr"
"46884","Stromal","Stromal","clustifyr"
"46885","Stromal","Stromal","clustifyr"
"46886","Malignant","Malignant","clustifyr"
"46887","T","T","clustifyr"
"46888","Malignant","Malignant","clustifyr"
"46889","Malignant","Malignant","clustifyr"
"46890","T","T","clustifyr"
"46891","T","T","clustifyr"
"46892","T","T","clustifyr"
"46893","T","T","clustifyr"
"46894","Myoepi","Malignant","clustifyr"
"46895","Stromal","Stromal","clustifyr"
"46896","B","T","clustifyr"
"46897","Stromal","Macrophage","clustifyr"
"46898","Stromal","Malignant","clustifyr"
"46899","Macrophage","Macrophage","clustifyr"
"46900","B","T","clustifyr"
"46901","Myoepi","Malignant","clustifyr"
"46902","T","T","clustifyr"
"46903","Stromal","T","clustifyr"
"46904","T","T","clustifyr"
"46905","Myoepi","Stromal","clustifyr"
"46906","Malignant","Malignant","clustifyr"
"46907","B","T","clustifyr"
"46908","T","T","clustifyr"
"46909","T","B","clustifyr"
"46910","Malignant","Malignant","clustifyr"
"46911","T","Macrophage","clustifyr"
"46912","Malignant","Malignant","clustifyr"
"46913","Stromal","Stromal","clustifyr"
"46914","Plasma","Plasma","clustifyr"
"46915","Stromal","Macrophage","clustifyr"
"46916","Stromal","Macrophage","clustifyr"
"46917","T","T","clustifyr"
"46918","Malignant","Malignant","clustifyr"
"46919","Malignant","Malignant","clustifyr"
"46920","T","T","clustifyr"
"46921","Malignant","Malignant","clustifyr"
"46922","T","T","clustifyr"
"46923","T","T","clustifyr"
"46924","Malignant","Malignant","clustifyr"
"46925","Stromal","Stromal","clustifyr"
"46926","B","T","clustifyr"
"46927","Macrophage","T","clustifyr"
"46928","Plasma","B","clustifyr"
"46929","T","T","clustifyr"
"46930","Malignant","Malignant","clustifyr"
"46931","Macrophage","B","clustifyr"
"46932","Malignant","Malignant","clustifyr"
"46933","Macrophage","Macrophage","clustifyr"
"46934","Stromal","Macrophage","clustifyr"
"46935","B","T","clustifyr"
"46936","B","T","clustifyr"
"46937","Plasma","T","clustifyr"
"46938","Macrophage","Macrophage","clustifyr"
"46939","Stromal","Macrophage","clustifyr"
"46940","Stromal","Stromal","clustifyr"
"46941","Macrophage","Macrophage","clustifyr"
"46942","Malignant","Malignant","clustifyr"
"46943","Stromal","Stromal","clustifyr"
"46944","T","B","clustifyr"
"46945","Plasma","Stromal","clustifyr"
"46946","B","Macrophage","clustifyr"
"46947","Stromal","Stromal","clustifyr"
"46948","B","T","clustifyr"
"46949","Macrophage","T","clustifyr"
"46950","Plasma","T","clustifyr"
"46951","Stromal","Stromal","clustifyr"
"46952","Malignant","Malignant","clustifyr"
"46953","Stromal","Macrophage","clustifyr"
"46954","Stromal","Stromal","clustifyr"
"46955","T","T","clustifyr"
"46956","T","Malignant","clustifyr"
"46957","Stromal","Stromal","clustifyr"
"46958","Plasma","T","clustifyr"
"46959","Malignant","Malignant","clustifyr"
"46960","Stromal","Stromal","clustifyr"
"46961","Macrophage","B","clustifyr"
"46962","Malignant","Malignant","clustifyr"
"46963","Malignant","T","clustifyr"
"46964","T","T","clustifyr"
"46965","Macrophage","Macrophage","clustifyr"
"46966","Malignant","Malignant","clustifyr"
"46967","Stromal","Macrophage","clustifyr"
"46968","Myoepi","Malignant","clustifyr"
"46969","B","Macrophage","clustifyr"
"46970","Stromal","Stromal","clustifyr"
"46971","T","T","clustifyr"
"46972","T","T","clustifyr"
"46973","T","T","clustifyr"
"46974","Malignant","Malignant","clustifyr"
"46975","B","T","clustifyr"
"46976","T","T","clustifyr"
"46977","T","T","clustifyr"
"46978","Stromal","Stromal","clustifyr"
"46979","T","T","clustifyr"
"46980","Macrophage","T","clustifyr"
"46981","T","B","clustifyr"
"46982","T","T","clustifyr"
"46983","DC_Mast","Plasma","clustifyr"
"46984","Malignant","Malignant","clustifyr"
"46985","T","T","clustifyr"
"46986","Macrophage","Macrophage","clustifyr"
"46987","Stromal","T","clustifyr"
"46988","T","T","clustifyr"
"46989","Malignant","Malignant","clustifyr"
"46990","Malignant","Malignant","clustifyr"
"46991","Plasma","T","clustifyr"
"46992","Stromal","Stromal","clustifyr"
"46993","Macrophage","Macrophage","clustifyr"
"46994","Stromal","Stromal","clustifyr"
"46995","Macrophage","Macrophage","clustifyr"
"46996","Stromal","Stromal","clustifyr"
"46997","Stromal","Stromal","clustifyr"
"46998","T","T","clustifyr"
"46999","Malignant","Malignant","clustifyr"
"47000","Malignant","Malignant","clustifyr"
"47001","Plasma","Macrophage","clustifyr"
"47002","T","Macrophage","clustifyr"
"47003","Malignant","Malignant","clustifyr"
"47004","Malignant","Malignant","clustifyr"
"47005","Stromal","Stromal","clustifyr"
"47006","Macrophage","Macrophage","clustifyr"
"47007","Macrophage","B","clustifyr"
"47008","Macrophage","Macrophage","clustifyr"
"47009","Stromal","Stromal","clustifyr"
"47010","Stromal","Stromal","clustifyr"
"47011","T","T","clustifyr"
"47012","Malignant","Stromal","clustifyr"
"47013","T","T","clustifyr"
"47014","Malignant","Malignant","clustifyr"
"47015","T","T","clustifyr"
"47016","B","T","clustifyr"
"47017","Malignant","Malignant","clustifyr"
"47018","Macrophage","Macrophage","clustifyr"
"47019","T","T","clustifyr"
"47020","Myoepi","Malignant","clustifyr"
"47021","Stromal","Macrophage","clustifyr"
"47022","Stromal","Macrophage","clustifyr"
"47023","Stromal","Stromal","clustifyr"
"47024","Stromal","Stromal","clustifyr"
"47025","T","Macrophage","clustifyr"
"47026","T","T","clustifyr"
"47027","T","T","clustifyr"
"47028","Stromal","Stromal","clustifyr"
"47029","Malignant","Malignant","clustifyr"
"47030","Myoepi","Stromal","clustifyr"
"47031","Malignant","Malignant","clustifyr"
"47032","T","T","clustifyr"
"47033","Malignant","Malignant","clustifyr"
"47034","Stromal","Stromal","clustifyr"
"47035","Stromal","Stromal","clustifyr"
"47036","T","T","clustifyr"
"47037","B","B","clustifyr"
"47038","Stromal","Stromal","clustifyr"
"47039","Macrophage","Stromal","clustifyr"
"47040","Malignant","T","clustifyr"
"47041","T","T","clustifyr"
"47042","Plasma","Stromal","clustifyr"
"47043","Malignant","Malignant","clustifyr"
"47044","Malignant","Malignant","clustifyr"
"47045","Plasma","Macrophage","clustifyr"
"47046","Stromal","Stromal","clustifyr"
"47047","Stromal","Stromal","clustifyr"
"47048","Stromal","Malignant","clustifyr"
"47049","T","T","clustifyr"
"47050","Stromal","Macrophage","clustifyr"
"47051","Macrophage","Macrophage","clustifyr"
"47052","Malignant","Malignant","clustifyr"
"47053","Malignant","Malignant","clustifyr"
"47054","T","T","clustifyr"
"47055","T","T","clustifyr"
"47056","T","T","clustifyr"
"47057","T","T","clustifyr"
"47058","T","T","clustifyr"
"47059","T","T","clustifyr"
"47060","Stromal","Stromal","clustifyr"
"47061","Malignant","Malignant","clustifyr"
"47062","B","B","clustifyr"
"47063","Malignant","Malignant","clustifyr"
"47064","Stromal","Stromal","clustifyr"
"47065","Stromal","Stromal","clustifyr"
"47066","Plasma","Plasma","clustifyr"
"47067","Plasma","T","clustifyr"
"47068","Stromal","Stromal","clustifyr"
"47069","Myoepi","Malignant","clustifyr"
"47070","Stromal","Stromal","clustifyr"
"47071","Stromal","Stromal","clustifyr"
"47072","Stromal","Macrophage","clustifyr"
"47073","Myoepi","Malignant","clustifyr"
